sent_id,doc_id,sent_index,date,speaker,sentence
1-181,1,181,2022-01-20,Board of Governors of the Federal Reserve System,"Under the current ""ample reserves"" monetary policy regime, the Federal Reserve exercises control over the level of the federal funds rate and other short-term interest rates primarily through the setting of the Federal Reserve's administered rates."
1-182,1,182,2022-01-20,Board of Governors of the Federal Reserve System,This regime does not require active management of the supply of reserves.
1-183,1,183,2022-01-20,Board of Governors of the Federal Reserve System,Expected levels of daily fluctuations in the quantity of reserves generally have little effect on the level of the federal funds rate and other short-term interest rates.
1-184,1,184,2022-01-20,Board of Governors of the Federal Reserve System,"In this framework, the introduction of CBDC could affect monetary policy implementation and interest rate control by altering the supply of reserves in the banking system."
1-185,1,185,2022-01-20,Board of Governors of the Federal Reserve System,"In the case of a noninterest-bearing CBDC, the level and volatility of the public's demand for CBDC might be comparable to other factors that currently affect the quantity of reserves in the banking system, such as changes in physical currency or overnight repurchase agreements."
1-186,1,186,2022-01-20,Board of Governors of the Federal Reserve System,"In this case, a decline in CBDC that resulted in a corresponding increase in reserves would only make reserves more ample and would have little effect on the federal funds rate."
1-187,1,187,2022-01-20,Board of Governors of the Federal Reserve System,"Similarly, an increase in CBDC that pushed reserves lower would also have little effect on the federal funds rate if the initial supply of reserves were large enough to provide an adequate buffer."
1-188,1,188,2022-01-20,Board of Governors of the Federal Reserve System,"Over the long term, the Federal Reserve might have to increase the size of its balance sheet to accommodate CBDC growth, similar to the balance-sheet impact of issuing increasing amounts of physical currency."
1-189,1,189,2022-01-20,Board of Governors of the Federal Reserve System,"This need would be mitigated to the extent that demand for the CBDC represented a shift, directly or indirectly, away from the Federal Reserve's nonreserve liabilities, including physical currency."
1-190,1,190,2022-01-20,Board of Governors of the Federal Reserve System,"Additionally, the Federal Reserve would likely need to increase the level of reserves on average, in order to provide an adequate buffer against unanticipated increases in CBDC."
1-191,1,191,2022-01-20,Board of Governors of the Federal Reserve System,"Such surges could otherwise push the aggregate quantity of reserves in the banking system below the ""ample"" level and put upward pressure on the federal funds rate."
1-192,1,192,2022-01-20,Board of Governors of the Federal Reserve System,The interactions between CBDC and monetary policy implementation would be more pronounced and more complicated if the CBDC were interest-bearing at levels that are comparable to rates of return on other safe assets.
1-193,1,193,2022-01-20,Board of Governors of the Federal Reserve System,"In this case, the level and volatility of the public's demand for CBDC could be quite substantial."
1-194,1,194,2022-01-20,Board of Governors of the Federal Reserve System,"Consumers, businesses, and potentially others could decide to pare their holdings of bank deposits, Treasury bills, and money market mutual fund investments and increase holdings of CBDC."
1-195,1,195,2022-01-20,Board of Governors of the Federal Reserve System,The potential for significant foreign demand for CBDC in this scenario would further complicate monetary policy implementation.
1-196,1,196,2022-01-20,Board of Governors of the Federal Reserve System,Changes in interest rates and other market factors could also significantly affect public demand for CBDC over time.
1-197,1,197,2022-01-20,Board of Governors of the Federal Reserve System,"To maintain an ample supply of reserves, the Federal Reserve might need to substantially expand its holdings of securities."
1-198,1,198,2022-01-20,Board of Governors of the Federal Reserve System,The potential for market developments to have a material effect on the variability in demand for CBDC could also present challenges for managing reserves and implementing policy.
1-199,1,199,2022-01-20,Board of Governors of the Federal Reserve System,"Beyond these reserve-management effects, a rapidly expanding economic literature has considered the broader potential of interest-bearing CBDC as a new policy tool with associated effects on the channels of influence in monetary policy."
1-200,1,200,2022-01-20,Board of Governors of the Federal Reserve System,"The issues studied include topics such as the potential effects of CBDC on bank deposits and bank lending, the potential effects of CBDC on the economic decisions of households and businesses, and the possible interactions of CBDC with the Federal Reserve's other tools in conducting monetary policy to achieve its macroeconomic objectives."
1-201,1,201,2022-01-20,Board of Governors of the Federal Reserve System,These and related topics are active areas of research that will no doubt yield additional insights over time.
